account_id,account_age_days,monthly_txn_count,avg_txn_amount,inward_txn_count,outward_txn_count,inward_amount,outward_amount,unique_senders,unique_receivers,cash_withdrawal_count,rapid_transfer_count,night_txn_ratio,new_beneficiary_count,geo_change_count,failed_login_count,device_change_count,balance_velocity,label
ACC05670,162,405,9174.16,258,147,2845111.29,1370657.05,256,140,11,154,0.298,24,9,3,5,0.9491,1
ACC05671,683,52,2025.72,27,25,66629.63,59203.51,8,7,4,0,0.0229,2,0,2,0,0.2949,0
ACC05672,141,235,15004.95,122,113,1821269.79,1805617.61,104,113,15,80,0.3765,24,9,5,5,0.7662,1
ACC05673,255,154,3421.62,113,41,377199.33,138602.59,65,41,5,53,0.5206,18,7,2,5,0.8447,1
ACC05674,717,32,2705.97,12,20,32450.16,39563.17,6,20,1,2,0.0378,1,0,1,1,0.121,0
ACC05675,652,37,925.33,21,16,23156.39,18416.53,10,7,4,1,0.0897,2,0,0,0,0.3745,0
ACC05676,912,67,1369.84,27,40,32100.48,47992.61,13,12,3,2,0.024,1,0,0,0,0.2694,0
ACC05677,396,33,961.61,11,22,10862.3,26851.32,11,18,2,1,0.078,1,0,2,0,0.3661,0
ACC05678,803,61,3530.54,28,33,127334.85,134513.14,10,22,1,3,0.0688,0,0,0,0,0.1775,0
ACC05679,846,164,1463.29,105,59,120522.91,104316.76,52,31,1,4,0.055,0,1,0,1,0.213,0
ACC05680,2721,41,3103.85,22,19,62588.43,48797.2,9,13,2,2,0.029,1,1,3,0,0.1654,0
ACC05681,996,32,1813.82,16,16,34673.33,37612.08,6,9,1,0,0.0055,3,0,2,0,0.2674,0
ACC05682,71,390,17230.46,202,188,3814339.28,2926980.66,174,176,10,149,0.2798,19,8,5,6,0.8806,1
ACC05683,146,268,10311.5,153,115,1913748.42,1281432.93,153,89,13,87,0.3114,17,4,5,7,0.8522,1
ACC05684,400,453,4554.45,329,124,1612907.26,542250.62,264,124,12,172,0.225,18,6,7,6,0.8093,1
ACC05685,585,52,6443.66,31,21,152708.83,115400.11,7,21,1,2,0.2028,2,2,1,0,0.293,0
ACC05686,233,51,750.29,29,22,22072.51,13031.83,4,9,1,2,0.0117,3,1,0,1,0.2873,0
ACC05687,879,39,2688.42,14,25,30030.87,74061.7,13,19,2,2,0.1251,0,2,0,1,0.2701,0
ACC05688,4134,38,2284.42,13,25,31406.08,63389.07,5,10,3,2,0.1079,1,1,0,0,0.2446,0
ACC05689,1617,64,5592.97,34,30,144522.82,212769.29,9,15,4,5,0.0845,3,0,1,0,0.1377,0
ACC05690,20,168,19940.97,86,82,1693988.74,1717804.37,47,71,18,63,0.4984,26,4,7,1,0.8314,1
ACC05691,1046,78,2584.79,50,28,110363.69,69373.7,24,18,4,6,0.0155,1,0,0,0,0.3903,0
ACC05692,1333,41,1127.13,24,17,28515.5,18244.46,6,5,3,4,0.0527,0,0,1,0,0.308,0
ACC05693,109,353,12000.62,191,162,2530354.93,2368658.41,190,151,15,142,0.3384,26,4,2,2,0.7794,1
ACC05694,337,58,3609.78,34,24,147860.73,90315.51,22,15,1,2,0.0268,1,0,2,0,0.3067,0
ACC05695,821,110,1724.0,66,44,131548.29,89960.51,30,26,0,2,0.0941,0,1,0,2,0.0582,0
ACC05696,453,103,1759.16,54,49,79054.13,82055.0,29,28,1,4,0.028,2,0,0,0,0.2656,0
ACC05697,984,24,898.64,13,11,15770.66,7428.83,2,9,1,3,0.0547,0,0,0,1,0.1963,0
ACC05698,1131,22,2668.49,11,11,25757.43,25483.2,4,9,2,4,0.0621,1,0,0,0,0.2767,0
ACC05699,32,165,13489.01,105,60,1731098.84,793517.77,89,51,13,56,0.3505,29,6,2,4,0.8636,1
ACC05700,462,35,1604.84,18,17,32173.23,21471.32,6,2,4,0,0.0542,3,0,1,0,0.1603,0
ACC05701,169,158,12740.43,104,54,1389241.98,840776.66,82,42,18,59,0.4458,22,5,5,3,0.9438,1
ACC05702,2674,44,2507.18,21,23,47272.25,53150.68,12,9,1,2,0.0519,2,1,1,0,0.2403,0
ACC05703,95,355,13989.04,239,116,3199628.61,1569369.1,204,102,11,149,0.3389,23,13,7,4,0.5892,1
ACC05704,131,136,27127.88,76,60,1895133.11,1725613.79,59,45,9,58,0.4758,31,5,4,5,0.9338,1
ACC05705,889,23,2224.33,9,14,27004.94,33337.51,2,2,1,1,0.2,1,1,0,2,0.164,0
ACC05706,595,75,3400.53,29,46,81309.21,186992.0,7,28,0,0,0.0549,3,0,0,1,0.1957,0
ACC05707,701,41,800.71,19,22,13066.68,12357.5,6,16,2,2,0.0144,1,1,2,1,0.4645,0
ACC05708,709,95,1819.3,44,51,88794.46,96743.69,18,22,1,2,0.0243,1,2,1,0,0.3752,0
ACC05709,2450,52,913.4,22,30,17240.36,19927.28,5,17,2,4,0.0093,0,1,1,0,0.4384,0
ACC05710,32,134,24259.65,94,40,2300919.82,1184774.5,90,12,17,46,0.3981,24,4,8,1,0.7928,1
ACC05711,795,21,4124.45,13,8,57162.58,31887.22,9,8,1,1,0.0643,2,0,1,1,0.1632,0
ACC05712,3696,105,6029.07,56,49,440153.32,208779.77,25,33,2,2,0.0963,0,0,0,0,0.3283,0
ACC05713,534,43,5208.29,23,20,140865.34,77053.72,8,4,0,1,0.0246,1,0,2,0,0.4011,0
ACC05714,323,80,3914.73,31,49,129433.85,222176.32,7,14,2,3,0.0491,0,1,2,0,0.4427,0
ACC05715,585,81,1658.59,38,43,52375.5,82892.62,8,21,3,1,0.0501,0,1,1,1,0.3419,0
ACC05716,1031,68,4506.42,41,27,184829.84,123552.33,22,9,3,2,0.0605,0,0,0,2,0.0656,0
ACC05717,523,203,14734.77,152,51,2733729.38,691528.09,150,51,10,82,0.4391,26,1,9,5,0.8082,1
ACC05718,66,219,19239.02,129,90,3069871.48,1895438.93,129,87,15,84,0.3236,34,5,5,4,0.903,1
ACC05719,218,285,27499.77,216,69,6943114.87,1740368.68,198,42,10,113,0.4471,21,7,4,3,0.9088,1
ACC05720,1280,37,2507.27,22,15,50330.14,33828.56,17,9,3,4,0.0113,0,0,1,2,0.2211,0
ACC05721,87,770,51378.88,541,229,26439984.31,10673775.6,460,217,11,318,0.3754,24,9,5,7,0.8244,1
ACC05722,2323,29,2636.31,12,17,30622.13,47251.41,9,8,2,1,0.0518,3,1,1,1,0.249,0
ACC05723,1183,27,2732.97,13,14,37159.63,45759.18,10,6,1,3,0.0303,1,1,0,0,0.2265,0
ACC05724,1731,64,1313.18,30,34,32829.35,49561.39,13,21,3,3,0.0888,1,1,1,1,0.2539,0
ACC05725,3190,44,6122.88,16,28,114827.57,186080.47,9,19,6,1,0.0138,1,3,0,0,0.3233,0
ACC05726,113,333,14024.3,218,115,3132916.37,1845128.95,186,90,20,116,0.2615,25,6,1,2,0.7846,1
ACC05727,431,30,8816.39,14,16,154670.3,99651.18,7,8,1,4,0.0442,0,1,0,1,0.0729,0
ACC05728,1502,66,2172.4,33,33,66366.37,71184.06,13,21,4,0,0.0366,0,1,0,0,0.4426,0
ACC05729,672,50,1811.18,27,23,64885.55,43237.49,11,17,1,2,0.0256,2,1,0,2,0.2437,0
ACC05730,706,79,2765.46,49,30,126463.74,75088.09,13,11,2,2,0.0461,4,0,3,0,0.1821,0
ACC05731,700,49,2826.34,20,29,75348.66,58235.65,2,13,6,2,0.0254,1,2,0,2,0.3716,0
ACC05732,40,340,13721.55,263,77,3583132.55,1081805.95,220,72,17,137,0.3644,38,5,0,6,0.5691,1
ACC05733,339,67,979.29,42,25,39153.59,22957.4,24,18,0,1,0.0048,3,0,0,1,0.5523,0
ACC05734,1684,71,1961.31,31,40,68665.58,73129.18,8,13,1,1,0.0864,1,0,1,1,0.0949,0
ACC05735,372,21,2171.99,12,9,29318.49,22440.55,2,3,3,0,0.0611,2,0,2,2,0.3347,0
ACC05736,2570,22,1596.66,9,13,16147.41,19341.16,8,13,1,2,0.0474,0,0,0,0,0.0858,0
ACC05737,235,201,24581.27,120,81,3317487.38,1948457.05,78,63,14,75,0.4492,31,6,3,5,0.9309,1
ACC05738,1017,39,316.0,20,19,6278.69,4207.8,8,12,3,1,0.0735,1,3,1,0,0.2239,0
ACC05739,125,407,5784.31,258,149,1428790.15,827288.16,219,109,19,160,0.2661,26,6,7,3,0.9452,1
ACC05740,1492,43,5085.23,21,22,83661.63,100752.38,4,2,0,2,0.0283,2,2,3,2,0.387,0
ACC05741,570,356,19787.04,178,178,3947554.01,3868019.79,140,178,13,134,0.2665,29,1,4,4,0.8118,1
ACC05742,765,58,1533.45,29,29,38065.09,44322.05,19,16,2,0,0.0654,1,1,3,0,0.1069,0
ACC05743,1085,46,2117.23,18,28,36247.24,74074.4,2,10,1,1,0.1188,1,0,8,1,0.2779,0
ACC05744,1766,29,4728.84,16,13,72605.15,49613.26,3,9,1,3,0.0071,1,1,2,1,0.2771,0
ACC05745,481,69,1724.88,28,41,44960.4,57266.83,22,27,2,4,0.0749,1,1,2,1,0.1823,0
ACC05746,1018,247,920.62,134,113,99038.85,133804.05,53,71,2,0,0.0428,1,0,0,0,0.309,0
ACC05747,304,48,8584.48,24,24,252690.7,186160.32,12,13,1,2,0.0414,1,1,0,1,0.2543,0
ACC05748,1227,80,2765.87,30,50,79266.01,130569.92,20,28,2,2,0.081,2,1,1,1,0.6067,0
ACC05749,645,42,2260.0,26,16,49551.14,29812.08,17,9,3,1,0.0423,1,0,1,2,0.3974,0
ACC05750,79,371,14141.58,244,127,3466263.44,1681626.15,204,127,16,133,0.4547,19,8,4,3,0.6703,1
ACC05751,407,102,914.45,63,39,73016.83,36852.27,31,24,0,1,0.1496,1,1,1,0,0.4292,0
ACC05752,768,32,1526.17,16,16,25323.62,29209.24,8,2,1,1,0.0673,0,1,1,1,0.2629,0
ACC05753,1624,19,1590.54,11,8,13653.93,12550.25,2,2,3,0,0.04,1,1,1,0,0.5072,0
ACC05754,37,161,6818.22,93,68,644891.04,529552.7,93,61,17,56,0.4101,27,4,4,1,0.881,1
ACC05755,138,132,10258.63,88,44,1059936.03,395467.32,55,44,13,57,0.1641,32,9,2,6,0.9011,1
ACC05756,618,84,1906.82,46,38,102162.53,76874.11,23,27,2,3,0.0736,2,0,1,0,0.3179,0
ACC05757,803,39,5005.12,21,18,137417.27,94553.97,2,2,2,4,0.0545,1,0,0,0,0.2555,0
ACC05758,52,391,13110.38,244,147,3083317.75,1912826.53,191,142,10,126,0.5682,24,5,1,7,0.775,1
ACC05759,478,48,1248.12,25,23,41560.44,34806.74,10,11,1,0,0.034,1,0,2,0,0.2816,0
ACC05760,1243,43,3467.05,20,23,72063.67,69257.29,2,7,0,0,0.0533,3,1,0,0,0.4006,0
ACC05761,289,23,2455.89,11,12,26886.26,37855.06,2,4,1,3,0.0348,1,1,0,2,0.3614,0
ACC05762,237,465,20320.37,337,128,6461892.35,3203542.93,317,120,13,164,0.5955,23,4,4,3,0.8507,1
ACC05763,633,37,1653.49,23,14,43845.39,24102.45,11,11,1,0,0.0604,0,0,0,1,0.1365,0
ACC05764,892,44,1784.41,16,28,34166.09,63808.12,3,12,3,1,0.1032,1,1,0,0,0.2196,0
ACC05765,2288,73,3853.86,39,34,137722.13,99886.27,19,16,1,4,0.0413,3,1,0,1,0.0954,0
ACC05766,2040,127,3154.31,76,51,323131.52,202856.38,31,28,2,6,0.0104,3,0,0,0,0.3124,0
ACC05767,1288,53,1080.95,24,29,31190.39,32908.2,19,15,2,2,0.0348,1,0,1,0,0.3163,0
ACC05768,84,162,32558.06,117,45,3398035.25,1440987.39,80,43,15,65,0.1935,31,3,10,4,0.6659,1
ACC05769,318,61,3522.98,33,28,133064.96,114837.88,9,17,2,1,0.0135,2,0,1,1,0.2521,0
ACC05770,2527,66,2407.24,28,38,56737.41,91843.11,2,21,4,2,0.012,3,0,4,1,0.3118,0
ACC05771,366,42,1531.42,15,27,25909.07,47700.01,8,9,1,2,0.0325,4,0,1,2,0.2655,0
ACC05772,912,20,2234.24,9,11,23183.68,29644.75,4,10,2,3,0.1164,5,2,1,0,0.4902,0
ACC05773,45,225,10304.9,169,56,1847220.64,553644.59,129,48,10,88,0.3713,21,4,6,2,0.8587,1
ACC05774,132,82,6598.95,61,21,427840.49,130856.57,25,21,14,37,0.2959,32,5,6,4,0.9111,1
ACC05775,108,344,23279.49,186,158,4500218.49,3471027.04,156,158,12,137,0.6021,30,4,5,4,0.8809,1
ACC05776,175,257,15627.75,157,100,2770229.1,1534092.31,128,68,12,92,0.5618,25,5,6,4,0.8333,1
ACC05777,345,38,2412.05,20,18,54459.74,49569.85,2,10,4,0,0.0542,0,0,1,1,0.2657,0
ACC05778,126,158,15040.45,104,54,1951623.52,900467.9,96,47,11,70,0.218,21,3,10,1,0.891,1
ACC05779,1001,24,1749.87,14,10,19756.72,15446.86,13,2,3,1,0.039,1,0,0,0,0.2427,0
ACC05780,818,86,1580.48,31,55,43537.76,88117.59,16,24,0,6,0.0555,2,0,1,2,0.2833,0
ACC05781,2256,52,1916.56,18,34,36514.89,57190.54,9,21,4,1,0.0877,0,0,3,0,0.6809,0
ACC05782,52,304,18992.49,232,72,3860527.26,1635290.98,208,47,15,104,0.3053,27,9,7,4,0.9042,1
ACC05783,372,33,10383.41,13,20,159853.12,257850.5,2,7,3,1,0.0368,1,0,0,2,0.1544,0
ACC05784,2416,30,1825.65,14,16,20765.88,23999.78,2,4,2,1,0.015,0,1,2,2,0.627,0
ACC05785,684,65,3598.83,33,32,121968.38,135626.64,14,23,4,0,0.1411,0,0,1,0,0.2822,0
ACC05786,244,383,7433.93,212,171,1964099.33,1330804.52,162,158,16,151,0.3547,19,2,5,2,0.8991,1
ACC05787,969,21,1301.48,11,10,17437.21,14122.51,7,2,0,1,0.0845,3,0,1,1,0.2194,0
ACC05788,169,273,7479.77,200,73,1678704.74,490536.28,187,64,13,108,0.3838,13,9,7,2,0.5318,1
ACC05789,153,146,12238.48,82,64,997552.74,880596.32,71,58,13,61,0.5319,17,11,7,2,0.6819,1
ACC05790,31,123,5162.31,85,38,388219.5,220799.15,61,33,14,34,0.487,26,10,4,4,0.8008,1
ACC05791,513,47,2098.85,18,29,32623.6,65893.09,13,14,0,3,0.0172,3,0,1,1,0.0973,0
ACC05792,123,382,12798.47,208,174,2577468.92,2694775.14,180,146,17,137,0.3968,22,8,4,6,0.857,1
ACC05793,439,19,8552.83,7,12,68613.3,81211.55,6,9,6,0,0.0242,2,0,0,1,0.1932,0
ACC05794,1097,58,4624.96,22,36,106838.1,197037.9,8,28,0,3,0.0421,2,0,1,0,0.2063,0
ACC05795,1448,99,1014.69,50,49,60160.0,58568.69,24,27,1,5,0.0686,0,0,2,1,0.3416,0
ACC05796,2279,71,3171.44,39,32,95990.68,91082.61,4,10,3,1,0.0794,1,0,0,1,0.3652,0
ACC05797,646,14,7090.18,5,9,43089.38,52908.12,5,9,1,2,0.0258,3,4,1,0,0.0786,0
ACC05798,609,33,524.37,17,16,10529.92,10357.92,9,9,2,1,0.1028,3,0,4,1,0.2145,0
ACC05799,972,19,2498.3,12,7,29509.54,18652.21,8,2,2,1,0.0378,2,1,2,0,0.3274,0
ACC05800,4822,37,2803.44,20,17,50408.95,60433.84,3,5,2,0,0.0223,0,0,1,1,0.1066,0
ACC05801,233,262,67923.1,140,122,8150350.13,7435792.96,97,117,12,107,0.5565,24,2,11,12,0.8831,1
ACC05802,1190,116,1583.88,48,68,96324.2,102469.29,19,30,0,0,0.019,1,1,2,0,0.3643,0
ACC05803,583,43,3198.03,15,28,59265.86,87526.97,8,13,1,3,0.027,1,0,0,1,0.3323,0
ACC05804,20,652,9572.67,464,188,4365082.36,1895326.48,376,159,8,253,0.3917,30,9,4,5,0.9738,1
ACC05805,171,283,12178.37,201,82,2353776.41,979281.91,145,78,18,91,0.28,28,9,4,6,0.8063,1
ACC05806,155,469,13471.95,374,95,5666350.19,1431795.05,333,75,14,168,0.3452,24,5,5,2,0.9437,1
ACC05807,133,110,2892.09,82,28,283077.35,87613.76,64,19,15,43,0.5057,27,3,3,2,0.6279,1
ACC05808,297,39,1199.17,15,24,21524.11,28728.09,3,12,1,1,0.0598,2,0,2,0,0.0877,0
ACC05809,684,259,6874.62,161,98,1184035.17,699973.17,146,77,19,88,0.4494,23,3,5,2,0.7185,1
ACC05810,1188,34,1331.47,17,17,22231.39,16943.85,11,11,1,3,0.0626,2,0,1,0,0.1625,0
ACC05811,1014,92,862.11,42,50,42580.46,51846.56,25,37,0,1,0.0228,2,0,0,2,0.2382,0
ACC05812,225,181,11170.19,108,73,1264870.51,731100.9,81,73,9,89,0.3112,21,12,5,3,0.839,1
ACC05813,759,27,3566.99,9,18,32074.14,63535.99,2,4,3,3,0.0715,1,0,0,0,0.4239,0
ACC05814,116,454,14779.49,316,138,4578704.08,1901885.0,277,138,19,163,0.394,19,4,6,1,0.9469,1
ACC05815,52,589,9861.02,403,186,3933227.18,1642460.46,345,173,15,235,0.2411,27,7,3,2,0.8254,1
ACC05816,354,33,1739.3,19,14,29479.79,30985.59,2,5,2,1,0.1835,0,1,1,1,0.0947,0
ACC05817,35,306,11215.84,153,153,1612471.57,1871124.55,132,153,21,116,0.3165,18,4,4,1,0.9172,1
ACC05818,202,81,37080.92,64,17,2941949.61,587527.37,52,17,12,40,0.5115,22,3,5,5,0.9389,1
ACC05819,1139,27,4278.0,10,17,33575.29,53514.87,3,14,0,2,0.0818,1,0,0,0,0.1695,0
ACC05820,1595,79,1869.61,49,30,69661.36,56239.41,21,14,0,1,0.0224,1,0,1,0,0.4103,0
ACC05821,1661,24,2294.59,13,11,23102.13,24073.77,7,11,0,4,0.0301,2,1,0,2,0.4293,0
ACC05822,526,21,1220.88,8,13,8093.21,17165.9,4,4,0,3,0.0539,1,0,2,1,0.2228,0
ACC05823,1106,70,1159.03,44,26,68299.57,36583.81,14,7,2,3,0.0153,1,0,1,0,0.0934,0
ACC05824,1622,26,4183.23,15,11,54462.75,38215.49,10,2,1,1,0.0895,2,0,1,2,0.1996,0
ACC05825,213,235,8189.18,118,117,1128048.09,857570.55,97,94,16,92,0.2738,19,7,6,8,0.6475,1
ACC05826,894,29,2991.45,15,14,36775.89,36972.77,10,9,1,4,0.0079,0,0,2,0,0.1855,0
ACC05827,243,300,12896.22,235,65,3486545.37,988948.95,179,40,14,107,0.3867,15,2,5,5,0.9139,1
ACC05828,403,115,2867.85,65,50,219281.1,123464.49,28,30,4,3,0.0297,0,0,1,0,0.6245,0
ACC05829,364,33,3064.21,12,21,41846.5,59433.12,2,9,1,1,0.1642,1,2,3,0,0.2121,0
ACC05830,486,49,3619.06,29,20,107920.39,66475.93,13,7,5,0,0.0387,3,0,1,1,0.1151,0
ACC05831,839,32,3730.51,14,18,60029.82,73742.88,12,18,1,3,0.0728,3,0,0,3,0.4987,0
ACC05832,495,54,1608.69,28,26,35611.59,52515.13,8,9,2,2,0.0325,2,1,1,0,0.2234,0
ACC05833,448,64,3308.03,25,39,101956.78,106162.08,7,17,1,1,0.0574,2,1,2,2,0.3788,0
ACC05834,405,50,1391.6,28,22,41964.1,22895.24,15,15,2,1,0.0587,1,0,2,0,0.2991,0
ACC05835,864,90,3509.01,48,42,189924.23,187947.97,31,21,2,1,0.0592,4,2,2,1,0.1408,0
ACC05836,779,40,1580.43,22,18,40319.19,21431.51,3,3,3,2,0.0448,2,1,3,1,0.1537,0
ACC05837,812,57,1536.81,20,37,24133.91,45767.43,12,27,2,1,0.0859,3,0,2,1,0.057,0
ACC05838,673,38,3549.8,17,21,75156.85,68815.63,17,12,4,0,0.0447,1,0,1,0,0.074,0
ACC05839,532,51,2857.59,32,19,72649.71,52177.91,15,9,2,1,0.0386,4,0,1,1,0.1731,0
ACC05840,1188,70,1334.34,43,27,65811.53,45651.56,21,15,1,3,0.0172,2,0,1,0,0.1987,0
ACC05841,81,206,30585.89,127,79,3331736.3,2491499.78,100,76,14,91,0.3785,33,5,15,3,0.905,1
ACC05842,952,37,997.12,21,16,17907.81,18569.01,8,6,4,1,0.068,1,1,2,0,0.3494,0
ACC05843,2009,74,1765.83,45,29,77993.03,47226.28,24,11,3,2,0.0776,0,1,1,2,0.3808,0
ACC05844,282,128,33140.51,98,30,3266268.12,972797.09,82,30,6,37,0.4351,29,5,2,7,0.8427,1
ACC05845,264,305,6525.87,214,91,1450317.36,658854.84,197,72,9,133,0.2823,21,6,4,2,0.7451,1
ACC05846,28,131,25678.17,94,37,2673889.75,819863.34,73,5,16,37,0.3492,22,8,2,4,0.9677,1
ACC05847,118,116,8064.76,60,56,534599.43,435998.53,50,56,14,44,0.1763,18,7,2,6,0.7273,1
ACC05848,437,51,5196.29,32,19,180016.98,101311.04,14,4,2,1,0.0432,1,0,2,2,0.3053,0
ACC05849,1291,69,2130.7,39,30,66598.56,49540.86,23,17,1,0,0.0399,2,1,2,0,0.1582,0
ACC05850,1420,77,2615.62,34,43,72969.76,129919.06,20,16,2,1,0.0293,1,2,1,1,0.3121,0
ACC05851,711,43,3821.16,18,25,81264.02,74987.31,15,11,1,3,0.1109,1,0,2,0,0.5165,0
ACC05852,179,97,12003.15,55,42,811670.81,553445.15,53,20,13,27,0.3302,26,6,8,5,0.7853,1
ACC05853,224,26,4899.72,9,17,38358.34,65193.65,2,10,1,4,0.142,1,1,0,1,0.0741,0
ACC05854,63,119,28337.48,67,52,1819530.06,1470840.42,40,36,10,40,0.4807,30,10,3,4,0.7238,1
ACC05855,1409,15,1194.64,5,10,4509.3,15339.15,3,8,1,2,0.0162,3,0,2,2,0.2741,0
ACC05856,181,91,8707.42,46,45,431595.4,423703.74,46,45,19,33,0.3342,19,6,6,2,0.948,1
ACC05857,26,783,12308.32,576,207,6637215.18,2315548.56,502,188,14,294,0.2662,22,8,3,6,0.8737,1
ACC05858,21,276,9020.12,206,70,2049604.61,572030.12,167,61,13,89,0.2899,22,10,2,4,0.9051,1
ACC05859,833,46,4156.62,26,20,93980.1,96766.62,11,12,2,3,0.1078,0,1,1,0,0.3096,0
ACC05860,621,38,2332.24,14,24,30640.22,40661.17,7,15,1,5,0.0183,3,1,2,0,0.2589,0
ACC05861,945,42,1874.29,20,22,34993.95,38652.26,9,15,1,2,0.0541,0,2,1,0,0.1949,0
ACC05862,1439,57,2578.51,24,33,70095.05,79008.11,11,22,6,3,0.0704,7,0,2,1,0.2701,0
ACC05863,379,43,4904.7,24,19,107088.9,110065.58,17,19,4,4,0.0376,4,0,2,0,0.2243,0
ACC05864,921,18,1778.46,11,7,16996.46,13833.28,11,2,2,1,0.0276,2,0,0,0,0.327,0
ACC05865,1999,148,1941.13,81,67,193677.46,152820.4,26,40,5,2,0.0105,1,0,2,3,0.4043,0
ACC05866,404,63,1074.25,24,39,26288.04,36337.26,9,19,2,1,0.095,0,0,2,0,0.3501,0
ACC05867,731,49,3212.42,18,31,66150.48,101235.24,5,15,3,1,0.048,1,0,0,0,0.2656,0
ACC05868,418,364,14125.13,269,95,3593678.35,1402003.76,243,66,20,147,0.1516,19,5,3,4,0.8871,1
ACC05869,640,16,2267.24,8,8,18267.06,15194.61,2,2,3,3,0.0598,4,0,1,1,0.1978,0
ACC05870,1241,34,1732.65,13,21,28254.45,45540.73,10,3,2,3,0.0447,3,0,1,0,0.1288,0
ACC05871,156,237,6217.32,130,107,960903.6,644336.87,80,107,17,85,0.3753,24,9,8,7,0.9277,1
ACC05872,1053,95,815.77,42,53,43007.86,37939.04,20,29,3,1,0.0299,2,0,2,2,0.1562,0
ACC05873,942,15,10155.37,8,7,91606.29,89800.0,2,2,4,1,0.0608,0,0,0,0,0.2789,0
ACC05874,1969,70,1005.67,44,26,57377.37,27578.62,23,5,2,3,0.0835,0,0,1,2,0.1681,0
ACC05875,186,368,22408.54,186,182,4162172.76,4660943.15,152,139,9,153,0.2431,22,3,7,3,0.9584,1
ACC05876,1807,115,5495.33,57,58,402187.25,393894.64,19,32,1,6,0.0807,1,0,0,0,0.2334,0
ACC05877,2183,119,2251.7,74,45,144988.51,78866.4,32,25,2,4,0.0573,2,0,3,3,0.1009,0
ACC05878,384,57,3650.62,23,34,80891.03,155837.81,9,13,2,2,0.028,2,0,5,0,0.2825,0
ACC05879,158,162,10610.89,105,57,1324599.78,701335.14,79,38,14,63,0.4744,23,4,3,3,0.6418,1
ACC05880,136,114,13481.65,68,46,824051.17,744437.05,60,19,22,42,0.1836,21,7,6,9,0.876,1
ACC05881,108,244,23914.08,136,108,2921165.6,2574807.55,111,87,17,101,0.1887,21,10,8,3,0.9254,1
ACC05882,1082,48,1252.75,28,20,41707.68,25958.92,8,9,2,1,0.0819,3,1,1,0,0.4752,0
ACC05883,77,175,10241.21,136,39,1305301.05,344134.18,136,39,18,63,0.3041,26,10,5,4,0.8352,1
ACC05884,569,91,10731.59,46,45,496058.37,466454.43,23,26,0,2,0.0332,1,0,0,0,0.3021,0
ACC05885,2273,116,4412.08,60,56,213761.38,184556.78,25,41,4,7,0.0226,3,0,1,1,0.1313,0
ACC05886,77,155,8644.53,118,37,902827.13,311337.06,90,27,21,54,0.4081,24,3,8,3,0.811,1
ACC05887,2086,50,548.14,23,27,16690.31,17073.43,14,13,1,3,0.0439,2,0,0,1,0.1813,0
ACC05888,1719,174,8030.28,104,70,709982.71,481581.86,46,33,0,3,0.0444,1,1,2,1,0.4583,0
ACC05889,507,73,3720.71,41,32,159992.6,128584.67,22,9,0,3,0.0028,0,1,3,1,0.317,0
ACC05890,514,34,7607.44,17,17,146376.52,98076.8,8,11,5,3,0.0651,1,0,0,0,0.2903,0
ACC05891,481,62,1979.74,23,39,51355.59,64394.05,12,18,5,3,0.0127,0,1,0,1,0.4136,0
ACC05892,98,261,26140.75,172,89,5027355.75,2244584.42,147,88,14,92,0.4602,21,4,6,3,0.9032,1
ACC05893,432,30,1485.73,17,13,20535.75,17647.51,2,2,1,2,0.0684,1,0,1,1,0.282,0
ACC05894,1402,9,2268.44,5,4,9452.06,8924.76,5,4,0,6,0.0672,2,0,0,0,0.2474,0
ACC05895,55,438,15282.98,306,132,3979680.19,2379037.93,269,121,24,164,0.4146,26,11,4,5,0.8983,1
ACC05896,17,346,32170.82,187,159,5555599.77,4979358.0,161,130,11,133,0.3015,22,11,5,4,0.9188,1
ACC05897,804,32,1437.21,14,18,15511.36,27939.11,6,16,0,2,0.0375,2,0,0,0,0.2413,0
ACC05898,1079,66,2160.48,26,40,67365.08,61797.91,12,28,1,2,0.0288,2,0,0,1,0.1674,0
ACC05899,51,328,28798.47,246,82,7049502.72,2432273.82,236,60,12,132,0.3372,25,1,2,6,0.7218,1
ACC05900,341,45,1323.14,17,28,20494.93,39522.15,6,18,2,3,0.0797,0,3,4,1,0.2754,0
ACC05901,1273,65,4334.69,39,26,166941.85,85317.89,17,14,2,3,0.0383,3,2,2,0,0.2204,0
ACC05902,1745,49,2350.6,23,26,42040.72,72660.44,8,14,2,3,0.0628,2,1,0,0,0.2991,0
ACC05903,587,50,2857.99,21,29,68570.43,62707.62,2,21,1,1,0.0283,1,0,3,1,0.1287,0
ACC05904,157,420,10358.53,313,107,3346689.58,1029627.59,271,94,14,167,0.1049,26,9,5,4,0.7904,1
ACC05905,752,57,757.06,35,22,26120.08,13914.28,13,10,4,0,0.0401,3,0,1,0,0.2154,0
ACC05906,1375,22,1099.06,13,9,12753.22,9324.8,7,3,2,2,0.042,1,0,0,2,0.3207,0
ACC05907,91,640,9173.95,440,200,4406688.74,1594556.83,355,167,13,217,0.2625,21,6,7,2,0.9456,1
ACC05908,647,70,2075.9,37,33,98607.36,56343.87,12,20,0,3,0.0545,1,2,1,2,0.1584,0
ACC05909,1673,80,2805.56,48,32,153108.87,78242.63,18,25,4,5,0.0352,2,0,1,0,0.5183,0
ACC05910,692,23,3004.54,10,13,29013.79,29592.93,2,10,4,0,0.0097,0,0,1,1,0.5137,0
